Nom,Ãge,NA,Cor,Cen,Drb,Apl,Agr,Fin,Ctn,Ctr,DÃ©t,Ins,Col,DÃ©c,Ãqu,CF,Acc,Pui,Pla,Phy,Vol,Vit,Agi,DÃ©t.1,Sgf,End,Crg,Ldr,Vis,Ant,TÃªt,Tir,T Lg,Mar,Pas,Pen,Tcl,Tec,NA_end
Noah Katterbach,22,115,11,13,13,12,9,7,10,13,12,13,12,11,12,11,13,10,11,13,12,13,12,10,12,13,11,7,12,12,8,8,15,10,13,7,11,13,115
Roberto Massimo,22,115,6,10,13,12,11,10,9,11,11,14,11,9,8,8,14,9,9,10,11,16,13,10,10,13,11,3,10,10,7,8,10,8,11,6,10,12,115
Frank Ronstadt,25,114,12,12,12,12,14,8,9,11,15,12,13,10,11,14,13,10,10,10,12,15,12,8,10,13,13,3,10,11,7,10,15,10,11,11,12,12,114
Raphael Framberger,27,113,6,12,11,11,13,6,13,10,12,9,16,10,12,6,13,11,12,9,15,15,11,10,11,13,15,12,10,12,8,6,15,12,11,6,14,10,112
Lukas Ullrich,19,110,13,13,12,12,13,9,9,12,13,12,12,9,10,12,14,8,9,14,13,14,13,10,10,14,12,10,12,9,8,9,13,9,12,11,11,12,113
Clemens Riedel,19,110,3,7,11,8,14,6,13,11,15,8,13,11,13,3,11,13,13,14,12,12,11,13,13,12,12,12,12,11,12,6,10,13,13,6,13,12,110
Tim Oermann,19,109,3,7,10,8,11,6,12,11,15,8,13,11,13,3,12,13,13,13,12,13,11,13,11,12,12,10,11,11,12,6,8,13,12,6,13,11,115
Jonathan Norbye,16,79,6,6,9,7,11,6,11,9,15,7,11,9,11,8,9,11,11,13,11,10,8,12,12,11,11,9,10,11,11,8,11,11,10,8,11,10,94
Madi Monamay,17,85,3,5,10,8,11,3,10,11,11,7,12,10,10,3,12,10,11,12,11,12,12,12,12,12,12,5,8,11,10,4,3,11,11,6,12,11,94
Thomas Keller,23,105,8,7,10,8,16,6,11,10,13,8,14,10,12,13,10,14,13,12,12,12,9,13,12,12,13,8,11,11,13,8,8,13,12,8,12,11,106
Nnamdi Collins,19,103,2,7,10,8,12,6,9,11,11,8,12,9,12,3,15,13,12,12,11,16,10,14,10,10,12,10,11,9,12,6,12,12,12,8,12,12,104
Arthur,20,114,12,13,12,13,13,11,12,13,12,14,12,12,9,11,13,11,13,12,11,13,14,7,11,13,12,9,13,13,10,11,10,12,13,11,12,14,114
Moritz RÃ¶mling,22,93,9,10,11,11,9,5,12,10,11,10,12,8,12,9,10,11,12,11,13,13,11,12,10,11,11,10,11,11,10,10,8,10,11,8,10,10,93
Alexandre Azevedo,18,91,4,12,12,12,11,8,8,11,13,15,10,8,8,4,15,8,9,14,11,15,12,7,9,12,8,6,12,8,6,7,6,9,11,6,9,12,104
Anders BÃ¸rset,17,78,8,9,8,10,14,5,7,10,16,10,10,9,11,8,10,11,11,12,11,10,9,10,11,10,11,9,10,11,9,6,11,11,10,4,10,9,97
Seedy Jarju,18,86,7,11,12,11,14,6,8,10,12,13,10,8,8,6,14,8,8,13,11,14,13,11,8,12,12,3,11,9,9,6,10,8,10,6,10,10,87
Mohammed Tolba,18,90,6,4,4,7,12,5,6,10,6,5,13,14,8,5,12,7,13,12,13,7,9,11,6,9,10,9,4,11,10,7,5,14,11,4,11,7,89
Paulo Fritschi,18,85,3,7,8,7,12,6,8,11,12,8,11,9,12,3,11,12,12,11,12,12,9,12,12,11,11,8,11,8,11,6,6,12,12,5,12,11,91
Anton BÃ¤uerle,18,86,8,11,11,9,11,5,8,10,4,11,12,12,9,8,13,6,10,12,12,12,14,7,9,7,9,9,9,10,8,10,5,9,12,1,10,10,88
Felix Lange,19,93,2,8,10,8,12,6,10,11,12,8,12,10,12,2,11,12,12,13,11,12,11,13,11,11,12,6,10,10,12,6,6,12,12,6,12,11,94
Kevin Lebersorger,18,82,7,15,5,6,6,4,6,13,10,5,8,10,8,3,14,6,7,15,9,14,14,5,8,14,9,6,8,9,3,1,4,9,9,3,8,8,91
Christian Ãstergaard,18,81,5,4,7,10,12,3,12,12,12,5,10,10,11,2,7,7,11,12,11,7,7,14,10,8,10,2,10,7,12,9,5,12,16,8,15,14,86
Maximilian Hennig,16,84,7,11,12,11,7,6,8,11,12,12,12,8,8,7,13,7,8,13,11,12,12,7,9,11,8,4,11,8,6,6,9,8,11,6,11,12,98
Filip MilojeviÄ,18,87,5,4,4,7,6,5,10,9,9,5,7,14,8,6,9,8,10,12,8,9,9,16,8,5,9,5,8,11,14,8,1,11,9,7,14,5,88
Manuel Braun,18,82,6,7,3,7,12,4,6,10,12,5,8,12,10,6,12,12,9,18,13,12,12,12,11,12,10,5,10,12,11,9,7,11,9,4,13,11,83
Tim KÃ¶hler,18,82,2,6,1,7,15,6,7,8,13,6,7,14,8,4,6,8,12,11,9,11,12,14,5,5,9,2,6,13,13,8,1,11,9,1,13,6,91
Paul Scholl,16,82,1,6,8,7,12,6,9,11,15,11,10,8,12,2,11,12,12,13,10,12,9,15,10,11,9,10,11,8,12,5,4,12,12,6,12,12,107
Almugera Kabar,17,83,5,12,13,7,14,7,7,7,4,5,14,6,15,1,15,10,7,15,11,16,12,11,9,12,3,8,10,7,7,8,8,9,9,6,15,5,92
Daniel Lang,18,83,7,13,9,8,10,8,12,12,13,7,9,11,10,5,13,6,11,7,10,12,13,14,6,6,10,12,8,6,9,3,6,10,10,5,15,10,89
Tim Hannak,18,82,5,11,6,7,9,6,10,9,16,5,7,14,8,3,14,8,14,10,9,10,11,11,8,7,9,4,7,6,11,5,5,10,6,3,14,8,84
Joshua Uwakhonye,17,81,11,10,11,11,15,7,7,11,14,12,11,7,9,12,12,11,10,14,12,12,11,9,8,12,9,4,10,7,7,8,12,10,11,9,11,11,88
Oluwaseun Ogbemudia,16,81,1,6,10,7,15,5,10,9,15,10,10,8,12,2,10,13,11,12,10,11,9,15,8,9,12,7,9,8,13,5,7,11,11,5,11,9,88
David Odogu,17,81,1,6,10,7,14,6,8,10,16,10,10,8,12,2,12,12,12,13,11,13,10,13,8,9,11,10,9,8,11,6,6,12,11,6,12,11,99
Yannik Dasbach,17,81,2,7,8,7,13,5,8,11,13,10,12,7,12,2,12,11,12,13,12,12,11,12,10,10,9,6,11,8,11,5,5,12,13,6,11,12,88
Tom Barth,18,81,7,12,8,8,12,9,7,10,14,5,12,15,9,3,11,6,8,12,10,10,9,11,5,15,10,5,10,11,11,7,8,9,11,4,6,10,87
Maximilian Herwerth,17,81,8,11,8,13,14,11,5,10,12,10,7,13,6,6,13,4,6,8,8,13,13,12,5,6,8,9,7,7,5,6,6,7,10,3,8,10,95
Lenny Hennig,17,80,2,4,2,3,9,3,9,7,10,5,6,12,7,4,9,6,12,12,6,11,12,10,7,7,9,10,4,11,13,5,1,13,7,3,12,6,88
Christian Kouam,17,79,5,5,6,10,14,5,7,11,10,6,10,11,10,5,7,13,6,8,11,6,10,14,14,11,4,10,5,11,11,9,6,11,6,6,12,7,84
Ljubo PuljiÄ,16,78,1,6,8,7,15,6,10,9,16,8,11,8,12,2,11,13,12,13,12,12,8,15,9,9,12,8,10,9,12,6,8,12,11,6,12,9,98
Noah Wagner,18,78,1,2,2,4,10,1,7,2,4,7,6,13,7,1,13,6,13,14,7,9,11,10,5,4,9,9,5,7,13,6,1,13,7,1,11,2,82
Leon KoÃ,16,78,7,9,2,2,12,5,8,10,14,5,8,14,8,2,14,7,5,10,8,14,14,11,3,5,9,9,5,9,8,3,6,10,8,2,14,8,85
Laurin PreuÃ,17,79,2,5,2,3,9,5,8,6,13,5,6,13,7,1,12,9,11,10,7,9,10,10,3,4,7,10,2,7,13,6,1,13,7,1,12,2,82
Eryk Grzywacz,17,79,4,2,9,8,14,4,9,12,13,5,9,10,9,8,10,5,14,5,10,6,9,14,11,10,9,8,8,7,10,10,4,7,10,8,13,12,92
Derek Boakye-Osei,16,79,4,3,5,4,8,5,8,7,10,5,6,13,7,3,12,9,12,12,7,10,7,11,5,9,9,2,4,7,12,4,2,13,6,6,10,6,89
Maurice Spahn,16,78,7,13,6,8,6,3,9,6,13,5,9,11,9,2,13,7,8,8,9,12,9,10,9,10,10,10,8,7,9,2,8,12,9,4,12,9,82
David Girmann,17,77,6,13,6,7,15,2,9,10,3,5,8,14,8,1,14,1,10,12,8,14,14,2,8,10,9,5,8,6,8,4,3,7,6,5,10,8,80
Giuseppe Franco,17,77,7,13,8,8,14,3,11,12,10,7,9,10,9,4,14,6,6,11,9,11,11,10,9,8,10,11,9,9,9,5,7,9,10,4,15,9,86
Dorian MigaliÄ,17,76,5,10,7,7,13,4,12,10,10,7,8,12,8,1,14,5,10,9,8,14,14,5,8,6,9,5,6,6,7,5,7,9,8,1,12,7,83
Elias Benkara,16,76,3,1,1,6,14,1,9,4,6,5,6,13,7,2,8,9,11,15,7,9,13,7,7,4,9,6,4,8,13,6,1,13,7,1,10,6,85
Tamiou Kpebane,17,77,3,1,3,7,15,4,12,8,12,5,7,9,8,3,13,7,14,14,8,12,9,7,5,5,9,4,5,9,14,6,3,10,8,2,11,7,90
Paul KÃ¼hnhardt,17,76,6,10,7,4,14,10,6,9,7,10,7,12,7,6,13,4,7,9,8,13,13,10,7,10,8,10,8,4,5,3,5,6,9,1,6,7,78
Niko BoÅ¾iÄkoviÄ,18,77,1,1,1,5,10,3,8,7,13,5,6,13,7,1,13,6,10,17,8,13,13,11,7,8,9,2,6,10,9,5,4,11,6,6,13,2,87
William Rashidi,17,76,9,8,7,8,10,3,7,8,12,10,8,8,11,9,14,11,8,12,10,14,12,7,7,9,9,12,8,9,9,5,6,8,8,3,9,7,82
Arno Krause,16,77,3,5,3,3,13,6,8,7,10,5,6,13,4,6,10,6,13,14,8,13,13,10,7,5,9,3,8,12,13,3,1,12,8,4,13,7,89
Julian Pauli,17,77,1,2,6,6,12,1,5,7,13,5,6,13,7,1,13,9,13,16,7,10,11,10,3,4,9,11,6,10,13,3,2,11,7,6,13,5,88
Julian Donges,18,76,6,3,5,5,8,5,8,8,12,5,9,9,12,2,11,13,9,12,10,12,9,16,14,10,10,6,8,11,11,8,2,7,10,5,13,9,76
Tyler Meiser,16,76,2,2,5,4,13,2,5,7,10,5,6,12,7,1,11,6,13,7,7,10,9,11,3,5,9,10,6,10,13,6,1,13,3,4,13,5,91
Luke Rahmann,16,77,5,4,8,9,15,5,11,10,5,5,10,8,11,3,12,7,9,14,11,12,9,14,9,7,10,8,10,11,12,6,5,11,11,2,15,12,79
Jerome Scholz,18,77,8,13,8,6,14,1,9,15,12,5,5,15,9,6,14,1,9,13,7,11,12,1,8,7,10,12,4,11,7,8,6,11,8,4,11,10,87
Nico Adamczyk,17,77,7,8,5,10,11,5,10,8,1,5,10,11,11,9,9,7,12,7,12,8,12,9,11,7,10,10,10,12,12,11,7,11,11,5,15,3,81
Philipp Hamm,18,77,7,4,4,9,12,7,11,11,12,5,9,8,11,6,12,11,12,11,11,13,11,11,8,6,11,6,7,10,11,7,3,8,11,5,14,9,83
Maximilian Schuhbauer,17,77,2,4,4,4,11,6,11,9,4,5,7,14,8,1,13,6,14,16,8,9,10,12,4,5,9,4,5,7,12,7,1,14,8,2,10,7,84
Dennis Azakir,18,77,5,8,7,7,15,4,9,9,8,5,7,14,8,2,6,7,7,9,8,11,11,13,11,4,15,7,3,9,10,8,3,14,9,2,12,12,86
Melvin Wiesnet,17,76,4,7,11,12,5,9,8,10,12,10,10,8,14,4,12,8,8,13,13,12,14,9,6,12,8,2,4,5,7,10,7,5,11,5,8,11,78
Drew Murray,17,77,7,7,2,10,12,5,7,9,5,5,10,10,8,3,8,11,10,8,11,9,9,15,10,11,10,3,7,12,12,3,4,11,11,8,15,6,88
Emmanuel Marincau,17,76,2,4,1,4,15,3,5,7,10,5,6,13,7,1,13,9,10,14,7,11,11,12,3,8,9,9,4,8,13,6,2,13,7,1,13,6,87
Julius Grunwald,17,74,7,12,8,6,13,6,8,9,7,6,9,10,9,4,11,7,9,11,9,14,15,9,6,8,10,7,9,8,9,7,8,7,6,5,12,9,82
Justin von der Hitz,16,74,10,13,9,8,14,6,8,13,13,5,9,10,9,8,13,7,7,14,7,12,11,7,5,8,9,4,9,7,8,4,6,7,10,4,10,10,88
Tom Ackermann,18,74,5,5,6,5,13,5,10,4,7,5,6,13,7,1,10,6,8,16,7,10,10,8,7,5,9,10,6,9,13,4,1,13,7,4,13,3,75
Luc Dabrowski,17,74,3,1,1,5,15,3,6,5,19,5,6,13,7,1,12,6,13,9,6,11,11,11,3,4,9,1,3,8,11,4,1,13,6,3,13,6,84
Elijah Scott,17,75,3,3,1,5,15,1,7,8,3,5,7,14,8,1,7,7,13,15,8,10,10,15,8,8,9,1,4,9,10,4,5,10,8,3,7,7,82
Samir Gegg,18,75,8,8,8,6,15,4,10,10,12,9,9,14,8,8,10,5,8,15,13,14,11,9,5,8,10,5,7,11,8,4,8,9,14,6,15,8,85
Tim Meyer,18,74,6,11,7,5,12,10,6,8,10,7,8,14,8,4,10,5,4,12,9,13,14,8,9,6,8,9,8,9,7,5,7,7,10,2,8,7,77
Reno MÃ¼nz,17,75,6,10,5,6,7,2,10,9,12,7,8,10,8,5,14,7,8,15,8,14,10,13,3,5,9,11,2,9,8,3,7,9,9,5,9,8,82
Martin Riemer,19,75,8,11,7,9,14,6,10,10,11,8,10,13,10,3,9,6,10,9,14,10,11,11,10,9,10,7,7,10,10,9,6,12,10,5,15,9,74
Jamie Schuldes,16,70,3,3,6,3,13,2,7,7,20,5,6,12,7,1,7,9,13,16,7,9,10,11,3,6,9,10,3,9,8,3,1,13,7,4,13,6,81
Luca Bernsdorf,18,75,8,12,5,5,14,4,7,9,9,6,8,10,3,3,14,7,8,12,9,13,10,13,7,14,9,11,5,8,8,3,5,8,7,3,11,8,86
Luca Rega,16,72,4,10,7,5,11,4,11,9,3,5,8,14,8,1,14,6,8,11,8,12,13,14,8,8,9,10,5,8,8,3,7,7,7,5,11,4,75
Nuredin Rexhepi,17,72,6,8,7,5,15,5,5,8,6,5,8,14,8,7,9,7,7,10,9,9,12,9,9,9,3,3,8,9,9,3,5,8,9,4,12,5,78
Fabio Wollstadt,17,73,9,13,9,8,5,5,6,11,13,5,9,13,10,7,13,3,9,12,10,11,12,5,6,13,9,1,9,7,8,7,8,10,9,2,9,8,81
Paul Bellmann,18,72,4,3,1,3,15,1,7,6,4,5,6,13,7,6,12,5,13,8,3,13,13,15,7,4,7,7,7,6,11,7,3,13,8,3,10,7,78
Dillon Berko,17,72,8,12,8,7,8,2,6,9,13,7,9,12,4,3,13,6,10,13,10,11,10,11,9,9,10,5,7,8,7,5,6,8,10,3,10,7,84
Sammy Mohammad,18,73,8,11,6,4,15,4,5,11,19,10,8,8,8,7,12,6,7,10,9,13,11,10,9,13,9,3,8,9,1,4,6,9,9,3,11,8,78
Dennis Celik,17,72,6,11,12,11,8,7,7,11,13,12,10,7,8,6,12,11,10,13,10,12,12,11,8,12,9,4,9,7,7,7,10,9,11,6,10,12,85
Nils Hoffmann,17,72,4,4,1,4,10,5,9,6,3,7,6,13,7,1,12,4,13,13,7,13,13,5,3,12,9,8,3,8,10,1,1,13,7,2,12,2,79
Jusuf Ugljanin,17,73,7,11,5,7,13,1,6,9,10,5,9,15,9,2,13,7,10,12,9,11,11,7,8,9,10,7,9,8,9,4,8,7,9,6,13,9,85
Oleksandr Gavrylenko,16,72,4,2,1,6,10,1,10,6,16,5,6,13,7,1,13,8,8,12,7,10,12,7,3,8,9,1,5,9,13,1,3,12,7,1,13,1,85
Leon Prosche,16,73,4,7,2,7,9,6,10,8,16,5,7,7,8,1,13,6,11,11,8,11,10,13,7,6,9,11,6,10,14,5,6,10,8,5,12,5,84
Luca Erdelkamp,18,73,6,6,3,7,14,5,5,9,11,5,8,12,8,5,12,7,10,13,6,11,12,9,6,8,8,3,5,10,9,9,1,8,14,4,13,9,75
Vahidin Turudija,17,73,3,3,3,8,12,9,6,8,8,5,7,14,7,5,12,6,14,12,12,11,9,13,5,10,9,1,9,7,9,8,3,10,9,12,9,9,83
Takang Anubodem,17,72,5,10,7,5,8,3,8,9,12,9,8,14,8,1,14,6,8,7,8,11,11,7,6,10,9,5,3,9,8,4,1,9,8,1,11,8,80
Nick Sauer,17,72,7,4,2,8,13,3,5,6,14,5,8,9,9,2,9,12,15,13,9,9,6,12,8,5,10,7,3,8,10,4,4,10,8,3,13,8,83
Yannis HÃ¶r,18,73,3,1,1,6,8,1,8,7,16,5,6,13,7,1,13,5,11,12,7,13,12,9,7,5,9,2,2,7,13,2,1,13,7,1,10,5,78
Dominik Soptirean,18,72,4,5,3,6,12,6,6,7,7,5,6,13,7,1,10,5,13,9,12,12,13,12,7,5,9,4,1,10,12,5,6,13,9,3,10,5,72
Pepe BÃ¶hm,17,72,3,6,1,6,7,4,10,7,17,5,6,13,7,5,13,6,13,13,7,10,10,13,6,9,9,9,7,6,11,7,3,11,7,1,13,2,85
Semih Kara,18,73,5,10,8,8,5,7,8,13,13,8,8,10,8,7,14,6,6,10,9,14,14,6,9,7,8,8,7,7,7,4,7,9,9,3,11,8,75
Tebo Gabriel,17,72,3,1,1,5,10,1,9,8,16,5,7,14,8,1,8,6,13,15,8,8,12,6,7,5,9,4,5,6,14,1,2,14,8,3,13,7,81
Philipp Christoph,17,73,2,1,1,6,6,2,6,5,6,6,6,13,7,4,13,8,13,11,7,13,12,11,3,4,9,6,5,4,7,5,2,13,7,5,12,6,80
Kacper Koscierski,16,71,4,10,4,4,11,2,6,11,7,9,8,14,8,2,11,7,8,11,8,12,13,9,7,13,9,2,5,10,8,6,7,9,8,1,14,8,82
Joshua Jong Estrada,17,71,8,12,8,5,13,1,5,9,8,10,7,9,8,7,14,5,8,13,9,12,10,12,9,14,4,2,7,6,7,7,5,9,9,3,11,9,80
Julian Etse,17,71,1,1,1,5,9,1,11,6,4,5,5,12,6,1,12,7,12,10,6,11,10,14,6,3,6,4,5,8,12,5,1,9,6,1,12,4,77
Till Neininger,16,71,2,4,1,5,7,1,8,5,8,5,6,13,7,1,9,8,13,11,7,11,12,9,5,8,9,5,6,8,12,4,1,11,7,1,12,3,82
Samuel Hasa,17,70,5,1,1,2,9,1,8,6,9,5,4,12,6,2,11,7,12,11,6,7,10,9,6,3,8,7,2,12,12,1,3,12,6,3,12,4,75
Vincent Bayindir,16,71,9,12,10,10,11,8,9,14,14,10,10,9,10,8,8,8,7,15,11,9,11,10,11,12,9,1,11,10,9,6,9,10,11,4,13,11,82
Tuna Yilmaz,17,68,3,1,2,3,13,1,4,4,18,6,5,13,6,1,11,6,13,5,6,9,10,7,5,3,8,6,1,9,12,1,2,13,2,5,13,1,72
Mateusz JasiÅski,18,68,1,6,7,6,11,5,8,9,13,9,10,7,11,1,10,11,11,13,10,11,9,12,8,9,11,6,8,7,11,5,4,11,11,4,11,10,71
Isaiah Okafor,18,68,2,6,4,4,14,3,7,8,7,5,6,14,7,6,11,5,14,11,8,9,9,7,7,4,8,10,5,13,10,6,1,7,4,1,10,6,68
Andrik Markgraf,16,68,4,10,1,2,14,4,5,6,12,7,7,14,7,1,14,1,7,14,7,14,14,4,5,10,8,7,7,5,5,6,6,9,6,1,11,7,74
Ismail Bah,18,68,2,4,1,3,12,5,9,5,9,5,6,14,7,1,11,9,13,7,7,10,11,7,7,12,8,1,5,12,11,5,1,9,7,1,12,6,71
Niklas Klinke,16,69,4,1,2,2,14,3,10,3,18,5,5,13,6,5,9,6,10,6,6,10,12,10,6,5,8,9,3,6,12,5,1,11,5,3,13,5,76
Marlon Monning,18,68,6,11,5,6,8,1,9,8,13,9,7,12,7,1,14,5,9,9,7,14,13,8,2,7,8,10,7,6,5,1,6,8,7,1,11,4,68
Jordan Barbalinardo,17,69,5,8,5,5,7,2,9,9,12,6,14,8,15,2,13,7,4,15,14,13,13,9,5,12,9,9,3,6,8,2,7,6,7,6,12,5,73
BartÅomiej Krysiak,16,68,4,6,6,4,13,1,4,6,16,5,7,8,11,3,10,13,11,11,8,11,8,16,6,8,12,8,7,6,11,6,1,8,1,1,14,6,86
Magnus RÃ¶sner,18,68,4,10,3,7,14,6,6,7,8,5,8,9,7,3,15,6,7,13,8,15,15,10,7,6,9,7,8,7,5,4,4,9,9,4,10,7,68
Julius Maiwaldt,18,68,5,11,7,5,12,2,5,7,13,8,8,10,8,3,15,6,5,10,9,14,15,4,8,10,4,2,7,5,3,4,5,8,7,3,10,8,71
David Hartmann,18,68,4,1,1,5,13,3,6,5,4,5,6,13,7,3,12,7,14,12,7,10,14,13,3,6,8,1,1,9,11,5,4,9,7,1,11,4,68
Oliwer BÅaszczyk,16,69,5,3,2,1,5,5,12,8,1,5,7,14,8,4,13,7,5,14,8,13,13,12,8,8,8,9,7,7,11,7,7,8,8,3,14,7,77
Christopher Alberts,18,68,9,14,10,9,5,6,9,9,16,5,9,11,9,8,10,7,5,13,10,11,13,9,7,10,6,2,8,8,8,8,8,9,10,4,13,7,68
Jakob KrautkrÃ¤mer,18,68,7,13,9,7,5,7,8,13,13,5,10,8,10,3,11,7,10,13,10,15,14,9,8,7,5,4,10,8,6,5,8,7,7,3,13,8,68
Bastian GÃ¶rler,17,69,1,2,1,5,12,1,11,6,15,5,5,13,6,3,8,5,13,12,6,10,12,13,3,3,8,9,3,9,12,2,2,13,5,5,11,5,82
David Lichtensteiger,18,68,1,3,4,2,14,4,6,5,8,5,5,12,6,1,8,7,11,15,7,11,13,11,3,8,8,3,5,7,10,4,1,13,6,3,10,3,68
Magnus Dalpiaz,16,69,2,6,3,3,11,1,9,5,8,5,6,11,7,5,13,7,11,12,7,10,12,9,7,5,8,1,6,10,13,6,4,11,3,1,14,6,76
Noakhai Banks,16,69,4,1,1,5,14,4,7,7,9,6,6,14,7,1,9,8,14,13,7,10,13,12,7,9,4,4,4,10,7,6,2,10,7,2,10,6,81
Ferdinand Pohl,16,68,1,1,3,2,11,5,5,5,1,5,5,12,6,1,13,4,13,12,6,13,13,15,5,4,4,1,3,7,13,1,1,10,6,1,12,4,76
Luis SchÃ¤fer,16,69,2,2,2,5,11,7,7,8,15,5,7,12,9,2,14,6,11,14,9,11,11,12,6,7,8,6,8,10,12,6,2,10,7,5,13,7,81
Deniz Ofli,16,69,7,13,8,5,13,3,7,8,5,6,8,13,8,4,14,2,5,16,10,10,11,4,9,14,8,8,8,6,7,6,6,8,8,5,9,9,77
Kelvin Kunstmann,16,66,5,11,1,6,11,1,8,11,13,5,7,14,7,3,14,6,8,6,7,12,9,9,3,7,7,9,6,5,7,4,6,5,7,3,11,6,72
Ian Scheffler,17,67,5,12,5,7,10,1,6,9,17,6,8,13,8,3,13,7,9,14,8,11,11,8,5,9,6,11,8,9,8,5,5,9,8,1,14,8,69
Jerome Kortebusch,17,67,6,13,4,3,13,1,11,10,17,5,8,15,8,3,14,2,8,12,8,15,15,3,8,5,8,1,7,7,8,5,7,11,8,5,11,8,76
Mats Heitmann,17,67,2,1,1,1,15,5,6,7,16,5,6,14,7,1,10,8,14,17,7,8,7,15,7,4,8,9,5,11,11,1,1,7,7,3,8,3,83
Lasse Junker,17,66,2,1,1,3,15,1,6,7,11,5,6,14,7,1,10,6,13,12,7,7,7,14,7,10,8,10,4,6,14,4,1,12,7,3,13,5,78
Briek Morel,17,67,6,9,4,4,8,4,11,6,3,5,7,15,8,7,12,4,13,9,8,9,9,3,7,11,9,7,6,5,15,5,1,13,8,5,10,6,75
Nourdine Camara,16,66,1,1,1,1,12,3,10,6,11,5,5,13,5,1,11,6,12,12,7,7,7,14,6,7,8,7,5,12,11,4,1,13,7,1,12,5,74
Laurin SchÃ¶nwald,17,67,6,3,2,4,5,2,7,5,8,5,6,14,7,4,10,7,13,13,7,8,8,10,6,6,8,6,3,11,12,4,1,12,6,1,13,6,74
Janne Berner,18,67,6,11,4,3,11,6,11,9,5,5,7,14,3,1,14,5,6,15,7,14,12,14,4,7,8,8,7,8,3,1,6,5,2,2,11,6,67
San-Luca Spitali,16,67,6,10,7,4,11,1,7,13,11,5,8,9,8,1,15,5,5,6,8,12,12,11,5,9,8,12,4,10,6,6,7,8,6,1,14,9,67
Joshua Kopf,18,66,6,11,6,7,14,2,8,11,9,5,8,12,8,1,14,2,5,13,9,11,13,8,9,5,8,12,7,9,7,2,7,8,9,2,11,9,72
Louis Stegmiller,16,66,6,10,4,4,11,4,10,8,13,5,8,14,3,1,15,5,7,12,8,15,11,5,6,5,9,1,4,6,8,3,3,6,5,3,11,8,70
Sinan Hinzmann,17,67,7,9,9,5,15,7,5,9,8,8,8,8,8,7,15,2,4,8,9,15,15,6,4,8,7,6,4,10,4,5,7,9,9,5,11,8,68
Karim Dhouib,17,67,6,10,5,7,5,6,8,7,4,5,8,8,7,4,10,7,5,14,10,12,15,10,9,15,9,6,9,5,8,6,4,9,8,5,11,8,68
Oskar Wadau,17,67,1,1,1,2,5,5,11,6,10,5,5,13,6,1,6,9,13,8,6,7,8,10,6,9,8,4,3,7,10,5,1,13,6,1,12,4,71
Jan BÃ¼rger,16,66,7,11,2,5,15,1,6,9,19,6,8,10,8,7,14,5,6,13,8,11,11,11,7,13,8,5,5,9,8,7,7,7,9,3,10,9,71
Talha Catkaya,17,67,3,2,3,4,8,3,6,8,13,5,6,14,7,1,12,5,14,15,7,10,10,10,5,7,5,5,3,9,8,6,6,13,7,1,14,6,71
Gabriel Miocevic,17,67,7,8,5,5,9,3,6,9,13,6,8,11,9,6,11,8,5,14,9,12,15,9,9,10,6,11,8,9,4,4,7,9,9,4,15,9,78
Elias Khadraoui,17,67,7,4,5,9,15,8,7,8,16,5,9,8,11,4,11,6,7,14,11,11,11,13,10,9,9,3,7,7,11,9,5,10,9,5,16,7,81
Silvio Zinner,16,67,3,2,2,1,5,1,10,6,15,5,5,12,6,2,10,6,9,12,7,6,9,14,4,3,8,2,3,7,12,5,1,13,3,5,11,1,83
Vincenzo Taschetta,17,67,5,11,7,5,13,2,11,10,12,5,8,12,8,2,14,7,11,13,8,9,11,7,8,7,9,12,3,5,8,4,7,9,8,1,9,8,77
Dimitrios Mitakidis,17,67,2,1,2,5,12,3,6,6,1,5,3,13,6,4,8,7,13,11,6,7,11,8,6,4,8,4,3,6,13,5,1,13,5,3,13,3,68
Tim Arnold,16,64,11,11,12,3,6,4,6,9,11,11,14,5,6,9,12,8,6,13,14,12,11,10,6,10,9,6,7,4,8,5,7,9,9,3,11,9,73
Leon Zeqiraj,18,64,2,3,2,2,5,2,8,4,11,5,5,13,6,1,12,4,12,15,6,11,9,11,5,9,8,8,5,7,12,4,1,11,6,2,13,2,64
Jonas Eilers,17,65,2,2,1,3,13,1,9,6,15,5,5,5,6,5,13,9,11,10,6,13,11,12,1,5,8,6,2,11,9,3,5,13,6,4,7,1,78
Elias CrÃ¶Ãmann,17,65,6,10,4,8,6,1,10,12,12,6,8,10,5,1,14,5,7,8,8,13,13,14,7,8,8,11,8,5,7,4,7,5,7,4,6,11,70
Marvin Lang,17,62,5,1,2,7,11,4,8,6,17,5,7,14,7,5,6,4,13,12,8,7,11,10,5,6,7,1,5,7,8,7,2,7,11,1,13,8,73
Isaac Zufelde,16,62,6,9,6,3,12,6,8,11,6,6,8,6,8,3,12,6,7,10,8,13,15,9,5,8,9,1,6,6,8,5,7,9,6,1,15,6,69
Halil Yilmaz,16,62,3,2,3,5,10,4,5,7,15,5,6,14,7,1,9,7,9,8,7,10,11,7,7,4,8,5,1,7,7,6,3,14,6,1,14,6,66
Lukas Yilmaz,18,63,6,13,2,4,8,4,7,9,13,5,8,11,8,3,12,6,7,17,8,14,12,14,8,9,9,3,5,6,5,2,7,7,8,3,9,7,64
Alperen Nehir,18,63,2,3,1,3,8,1,4,7,6,5,6,14,7,1,7,5,14,16,7,9,12,11,7,7,7,4,1,8,14,1,4,6,7,3,10,4,67
